descDoenca,area_damaged,canker_lesion,crop_hist,date,external_decay,fruit_spots,fruiting_bodies,fruit_pods,germination,hail,int_discolor,leaf_malf,leaf_mild,leaf_shread,leafspots_halo,leafspot_size,leafspots_marg,leaves,lodging,mold_growth,mycelium,plant_growth,plant_stand,precip,roots,sclerotia,seed,seed_discolor,seed_size,seed_tmt,severity,shriveling,stem,stem_cankers,temp
brown-stem-rot,whole-field,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,gt-norm
brown-stem-rot,upper-areas,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,whole-field,tan,same-lst-sev-yrs,Setembro,Absent,dna,Absent,Norm,lt-80%,No,Brown,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,No,Absent,Absent,Abnorm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,scattered,tan,same-lst-two-yrs,Outubro,Absent,dna,Absent,Norm,90-100%,No,Brown,Absent,Absent,absent,absent,gt-1/8,dna,Norm,No,Absent,Absent,Abnorm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,upper-areas,tan,same-lst-sev-yrs,Setembro,Absent,dna,Absent,Norm,90-100%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,No,Absent,Absent,Abnorm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,lt-norm
brown-stem-rot,whole-field,tan,same-1st-yr,Setembro,Absent,dna,Absent,Norm,90-100%,Yes,Brown,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,No,Absent,Absent,Abnorm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,whole-field,tan,same-lst-two-yrs,Agosto,Absent,dna,Absent,Norm,lt-80%,No,Brown,Absent,Absent,absent,absent,dna,dna,Norm,No,Absent,Absent,Abnorm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,lt-norm
brown-stem-rot,upper-areas,tan,same-lst-sev-yrs,Agosto,Absent,dna,Absent,Norm,80-89%,Yes,Brown,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,No,Absent,Absent,Abnorm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,lt-norm
brown-stem-rot,scattered,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,scattered,tan,same-lst-two-yrs,Julho,Absent,dna,Absent,Norm,80-89%,Yes,Brown,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,severe,Absent,Abnorm,Absent,lt-norm
brown-stem-rot,upper-areas,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,whole-field,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,upper-areas,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,upper-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,upper-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,norm
brown-stem-rot,upper-areas,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,Brown,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Absent,norm
powdery-mildew,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
powdery-mildew,scattered,dna,diff-1st-year,Outubro,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,lt-norm
powdery-mildew,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
powdery-mildew,upper-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,lt-norm
powdery-mildew,upper-areas,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,lt-norm
powdery-mildew,low-areas,dna,same-1st-yr,Outubro,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
powdery-mildew,upper-areas,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt-norm
powdery-mildew,low-areas,dna,same-1st-yr,Outubro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
powdery-mildew,low-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
powdery-mildew,low-areas,dna,same-1st-yr,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Upper-surf,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,lt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
downy-mildew,low-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,lt-80%,No,None,Present,Lower-surf,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,lt-norm
downy-mildew,low-areas,dna,same-1st-yr,Junho,Absent,Absent,Absent,Norm,lt-80%,No,None,Present,Lower-surf,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
downy-mildew,upper-areas,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Lower-surf,absent,yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
downy-mildew,upper-areas,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Present,Lower-surf,absent,yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
downy-mildew,scattered,dna,diff-1st-year,Maio,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Lower-surf,absent,yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,lt-norm
downy-mildew,scattered,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Lower-surf,absent,yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,lt-norm
downy-mildew,scattered,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Lower-surf,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
downy-mildew,low-areas,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Lower-surf,absent,yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
downy-mildew,upper-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Lower-surf,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,lt-norm
downy-mildew,upper-areas,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Lower-surf,absent,yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
brown-spot,whole-field,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,scattered,dna,same-1st-yr,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Abril,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,gt-norm
brown-spot,whole-field,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,upper-areas,Brown,same-lst-two-yrs,Setembro,Absent,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-1st-yr,Agosto,Absent,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-lst-sev-yrs,Agosto,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,upper-areas,dna,same-lst-two-yrs,Abril,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,norm
brown-spot,scattered,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
brown-spot,scattered,dna,same-1st-yr,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-1st-yr,Maio,Absent,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,tan,same-lst-two-yrs,Julho,firm-and-dry,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,severe,Absent,Abnorm,Absent,norm
brown-spot,low-areas,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-1st-yr,Setembro,Absent,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,upper-areas,Brown,same-lst-two-yrs,Agosto,Absent,Colored,Present,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,Brown,same-1st-yr,Julho,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,tan,same-lst-two-yrs,Agosto,firm-and-dry,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,severe,Absent,Abnorm,Absent,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,scattered,dna,diff-1st-year,Junho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,low-areas,Brown,same-lst-sev-yrs,Julho,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,tan,same-lst-sev-yrs,Julho,firm-and-dry,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,severe,Absent,Abnorm,Absent,norm
brown-spot,upper-areas,Brown,same-lst-two-yrs,Junho,Absent,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,low-areas,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,low-areas,Brown,same-lst-sev-yrs,Julho,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,severe,Absent,Norm,Absent,norm
brown-spot,whole-field,tan,same-lst-sev-yrs,Setembro,firm-and-dry,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,severe,Absent,Abnorm,Absent,norm
bacterial-blight,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
bacterial-blight,whole-field,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
bacterial-blight,scattered,dna,diff-1st-year,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,upper-areas,dna,same-1st-yr,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,upper-areas,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Present,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,low-areas,dna,same-lst-two-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
